f,num_active_particles,num_deleted_particles,total_deleted_rods,avalanche_sizes
7900.106371824515,990924,1657,1,"1"
7904.376948395894,990919,1662,1,"1"
7934.1436701047369,990917,1664,2,"2"
7955.6618119575587,990916,1665,1,"1"
7958.493920317821,990915,1666,1,"1"
7968.2549547049002,990914,1667,1,"1"
7972.3757219670551,990913,1668,1,"1"
7972.5619529677033,990911,1670,2,"2"
7988.3277520531137,990893,1688,1,"1"
7990.8206337998427,990892,1689,1,"1"
8010.7423265730531,990886,1695,6,"3-2-1"
8020.6126470791287,990883,1698,3,"2-1"
8026.546432854675,990877,1704,2,"1-1"
8039.5054515745705,990876,1705,1,"1"
8055.0939751545038,990869,1712,1,"1"
8078.906502553642,990851,1730,1,"1"
8084.9826230301151,990849,1732,2,"2"
8087.8711843867713,990848,1733,1,"1"
8098.5148109636075,990830,1751,1,"1"
8142.0771849396069,990827,1754,1,"1"
8149.4830994305466,990826,1755,1,"1"
8161.8336818647213,990823,1758,1,"1"
8199.6062053268342,990822,1759,1,"1"
8223.9682518080754,990804,1777,1,"1"
8224.7980995699872,990803,1778,1,"1"
8245.0321602898493,990785,1796,1,"1"
8335.4729890511735,990784,1797,1,"1"
8338.4869154264798,990776,1805,4,"4"
8340.7924225560146,990775,1806,1,"1"
8359.3543655024296,990774,1807,1,"1"
8360.9397346616424,990771,1810,3,"2-1"
8372.7117581480215,990769,1812,2,"2"
8378.2745898380399,990768,1813,1,"1"
8413.461400969305,990750,1831,1,"1"
8423.2364983456682,990732,1849,1,"1"
8439.7786931139271,990731,1850,1,"1"
8472.4195559420841,990713,1868,1,"1"
8490.1176573223856,990700,1881,1,"1"
8492.9452034755377,990696,1885,2,"1-1"
8514.4878580148252,990695,1886,1,"1"
8530.9717979398538,990694,1887,1,"1"
8546.9075512788368,990693,1888,1,"1"
8549.3091407142074,990679,1902,1,"1"
8566.933252980707,990678,1903,1,"1"
8600.0321666696236,990677,1904,1,"1"
8600.9668953805885,990666,1915,5,"4-1"
8636.2358405762243,990665,1916,1,"1"
8640.925690854785,990647,1934,1,"1"
8659.5671043173297,990644,1937,1,"1"
8661.1112390235503,990634,1947,1,"1"
8693.1145574401198,990616,1965,1,"1"
8694.0412212027077,990615,1966,1,"1"
8697.5024122822961,990614,1967,1,"1"
8720.9452748664535,990612,1969,2,"1-1"
8764.8863492351047,990608,1973,4,"4"
8775.7383609604531,990607,1974,1,"1"
8788.501738677156,990606,1975,1,"1"
8793.2406182522845,990601,1980,3,"2-1"
8809.8680135957038,990594,1987,7,"3-3-1"
8831.0243075915205,990593,1988,1,"1"
8836.6353650104229,990590,1991,1,"1"
8838.8749651265261,990589,1992,1,"1"
8856.4055022177163,990588,1993,1,"1"
8866.6068203187951,990587,1994,1,"1"
8889.6011786608506,990586,1995,1,"1"
8912.0366848654194,990568,2013,1,"1"
8937.2147231935305,990550,2031,1,"1"
8939.7994349993296,990549,2032,1,"1"
8949.4875930942708,990547,2034,2,"2"
8953.7817631467242,990546,2035,1,"1"
8968.7680454719521,990528,2053,1,"1"
8980.354373734137,990510,2071,1,"1"
8990.8192599446938,990500,2081,6,"4-1-1"
8992.7507131681923,990497,2084,1,"1"
8995.7316150447368,990496,2085,1,"1"
9000.5026888650555,990495,2086,1,"1"
9002.1569689498901,990493,2088,2,"1-1"
9003.5487738560423,990490,2091,1,"1"
9013.7579583317438,990489,2092,1,"1"
9017.3460742485113,990484,2097,5,"3-1-1"
9032.9371591324179,990481,2100,1,"1"
9033.1630590914338,990478,2103,1,"1"
9037.6756722441569,990467,2114,7,"7"
9038.422747619572,990463,2118,4,"4"
9057.5375003743357,990462,2119,1,"1"
9082.4819558685886,990459,2122,1,"1"
9097.4064387652252,990457,2124,2,"1-1"
9128.9986465041529,990456,2125,1,"1"
9137.8728240449273,990450,2131,6,"4-2"
9179.056088363348,990442,2139,4,"4"
9192.6761129807182,990440,2141,2,"2"
9204.3174165050023,990439,2142,1,"1"
9209.1019395044877,990436,2145,1,"1"
