f,num_active_particles,num_deleted_particles,total_deleted_rods,avalanche_sizes
1245.3072116549213,39299,1436,3,"3"
1257.3173403928156,39244,1491,7,"4-2-1"
1260.2017931594214,39226,1509,1,"1"
1263.9819228532715,39100,1635,14,"4-3-2-1-1-1-1-1"
1265.7976943264184,39082,1653,1,"1"
1283.3759460276581,39064,1671,1,"1"
1293.5754330412078,39053,1682,1,"1"
1306.9309533083051,39021,1714,3,"3"
1310.5350805180033,39001,1734,2,"1-1"
1310.8135225322033,38983,1752,1,"1"
1322.3960976862456,38970,1765,1,"1"
1355.7881829659332,38939,1796,3,"2-1"
1372.8505064861213,38903,1832,2,"2"
1378.604547237145,38815,1920,7,"3-3-1"
1386.7963485470673,38797,1938,1,"1"
1393.8583855464126,38787,1948,2,"2"
1401.7541610944684,38774,1961,1,"1"
1401.7707386663774,38765,1970,1,"1"
1405.1896138506331,38538,2197,18,"7-6-2-1-1-1"
1408.4535465565727,38286,2449,21,"8-4-4-2-1-1-1"
1417.3673066970264,38268,2467,1,"1"
1431.5258543107659,38239,2496,2,"1-1"
1435.9862908564653,38219,2516,2,"1-1"
1438.9356706513518,38209,2526,1,"1"
1444.4919816588745,38173,2562,2,"2"
1453.3026502889591,38151,2584,2,"2"
1455.4219982710988,38141,2594,1,"1"
1476.7032297405945,38129,2606,1,"1"
1481.0176797169834,38060,2675,5,"2-2-1"
1481.4111302986171,0,40735,2132,"2132"
----------------------------------------------1
0,40735,0,0,"0"
67.176024377105719,40734,1,1,"1"
71.372544319534981,40732,3,2,"2"
96.811106379383702,40729,6,1,"1"
101.48226643455268,40728,7,1,"1"
116.63804124722915,40721,14,1,"1"
130.74752861509509,40720,15,1,"1"
133.81052145015269,40719,16,1,"1"
138.82645549258962,40709,26,1,"1"
156.20541620623635,40708,27,1,"1"
222.54448146033752,40707,28,1,"1"
226.66888489905787,40697,38,1,"1"
238.26215545229118,40696,39,1,"1"
247.39142813700309,40694,41,2,"1-1"
247.83057026908793,40693,42,1,"1"
252.86731325065355,40690,45,3,"1-1-1"
260.25406612370534,40689,46,1,"1"
262.95974657563283,40688,47,1,"1"
292.4145508961949,40687,48,1,"1"
296.51370680162734,40686,49,1,"1"
317.38379223107984,40685,50,1,"1"
322.72827045474753,40667,68,1,"1"
358.33273761566107,40666,69,1,"1"
362.31522872918362,40659,76,3,"3"
394.85614686963407,40641,94,1,"1"
395.52953419363138,40639,96,2,"1-1"
396.93266787152373,40637,98,2,"2"
414.57846379336212,40627,108,1,"1"
415.44295270960305,40626,109,1,"1"
416.19049354373817,40625,110,1,"1"
419.33238587014245,40607,128,1,"1"
454.6540310792567,40589,146,1,"1"
460.27979431019332,40588,147,1,"1"
465.31898230524644,40570,165,1,"1"
466.63443014758633,40569,166,1,"1"
469.21902288969153,40551,184,1,"1"
471.80944902262968,40533,202,1,"1"
492.54531499494925,40515,220,1,"1"
493.69555787765768,40514,221,1,"1"
503.32591267057535,40507,228,1,"1"
517.57703162559608,40492,243,3,"3"
527.29601497030296,40482,253,2,"2"
567.22156664852616,40477,258,1,"1"
569.69948730792839,40459,276,1,"1"
570.54072986454355,40456,279,1,"1"
572.56486784181277,40438,297,1,"1"
612.69946228716185,40433,302,1,"1"
628.18586581467503,40430,305,1,"1"
630.09725950865129,40425,310,1,"1"
631.55080728885446,40422,313,1,"1"
651.74866098918233,40404,331,1,"1"
656.33920280806569,40386,349,1,"1"
658.93596048757922,40367,368,3,"2-1"
687.26616317834828,40362,373,1,"1"
692.13087633980456,40344,391,1,"1"
723.17578571758952,40326,409,1,"1"
759.76649637704713,40321,414,1,"1"
786.90185923818922,40311,424,1,"1"
799.13319068700787,40297,438,1,"1"
815.35703740560291,40283,452,1,"1"
832.62033797556535,40265,470,1,"1"
850.92668271276227,40247,488,1,"1"
853.2532843687751,40231,504,2,"2"
863.29815529847178,40213,522,1,"1"
876.97323716199458,40195,540,1,"1"
883.95619046843353,40182,553,3,"2-1"
884.05080720289425,40172,563,2,"2"
892.78243430609336,40162,573,1,"1"
907.27585513452141,40148,587,1,"1"
911.03852658385813,40145,590,1,"1"
920.57797170025242,40099,636,4,"2-1-1"
922.78710942391592,40082,653,1,"1"
928.09623903068098,40072,663,2,"2"
954.56162323078104,40061,674,3,"2-1"
961.30151398247847,40043,692,1,"1"
971.44864755689684,40038,697,1,"1"
977.23729557372496,40024,711,2,"2"
980.4266932305211,39968,767,4,"2-1-1"
996.57309421980688,39954,781,1,"1"
1001.0638160159117,39936,799,1,"1"
1010.1479321760752,39933,802,1,"1"
1011.3719073675157,39921,814,1,"1"
1012.0006697429493,39903,832,1,"1"
1015.8001810544217,39879,856,2,"2"
1022.0090204923733,39861,874,1,"1"
1023.7313921971366,39843,892,1,"1"
1033.3031831884898,39834,901,1,"1"
1049.095500906127,39816,919,1,"1"
1074.3180403273632,39800,935,1,"1"
1075.2767794651161,39790,945,2,"2"
1104.8480466837213,39772,963,1,"1"
1106.2432565683034,39759,976,1,"1"
1107.3122226547309,39741,994,1,"1"
1120.8178741632164,39723,1012,1,"1"
1121.9703159517851,39699,1036,2,"1-1"
1140.0136278365458,39681,1054,1,"1"
1151.6282285209163,39667,1068,2,"1-1"
1152.8643281678478,39649,1086,1,"1"
1153.8590464542826,39631,1104,1,"1"
1162.9123034069703,39583,1152,4,"2-1-1"
1164.9288557874333,39565,1170,1,"1"
1165.7264380954177,39511,1224,3,"2-1"
1207.1185673373352,39427,1308,10,"4-2-2-1-1"
1219.4397297237367,39409,1326,1,"1"
1228.1018363541741,39391,1344,1,"1"
1228.5003884312871,39299,1436,8,"2-2-2-2"
1242.4548181843297,39245,1490,3,"2-1"
1242.507790647531,39227,1508,1,"1"
1249.3949522352755,39209,1526,1,"1"
1251.1419486652912,39183,1552,2,"2"
1256.0603552620332,39165,1570,1,"1"
1258.5014759333512,39147,1588,1,"1"
1265.2934498583518,39080,1655,9,"4-2-1-1-1"
1279.3082774527729,39062,1673,1,"1"
1280.1795710617776,39044,1691,1,"1"
1280.9580198975443,39026,1709,1,"1"
1282.4311648890289,39008,1727,1,"1"
1288.412304708306,38995,1740,1,"1"
1289.4799852483573,38977,1758,1,"1"
1300.2432813589508,38959,1776,1,"1"
1301.3361139713522,38923,1812,2,"2"
1301.9235733100932,38905,1830,1,"1"
1316.366836889536,38896,1839,1,"1"
1329.1015458851109,38876,1859,4,"4"
1337.5881611366528,38573,2162,32,"14-4-3-2-2-2-2-1-1-1"
1339.62174458653,38555,2180,1,"1"
1346.013699575599,38527,2208,2,"2"
1347.1829041387712,38509,2226,1,"1"
1348.6937150588615,38495,2240,1,"1"
1369.8009371291412,38477,2258,1,"1"
1373.5409094191098,38459,2276,1,"1"
1373.8926199921491,38446,2289,1,"1"
1375.5549501665789,38424,2311,2,"1-1"
1376.0368562706233,38411,2324,1,"1"
1381.122419071784,38393,2342,1,"1"
1413.420433506496,38298,2437,8,"4-2-1-1"
1417.5215041366941,38198,2537,9,"9"
1428.7436287821713,38180,2555,1,"1"
1433.0451209259661,0,40735,2147,"2147"
----------------------------------------------2
0,40735,0,0,"0"
104.22579755257792,40734,1,1,"1"
120.489863618228,40733,2,1,"1"
122.74599148820624,40723,12,1,"1"
126.06150573041265,40722,13,1,"1"
134.92986527800596,40704,31,1,"1"
178.04357991008564,40703,32,1,"1"
194.38325386203545,40702,33,1,"1"
204.32808990992635,40684,51,1,"1"
218.35014683416051,40682,53,2,"2"
222.36264571372982,40681,54,1,"1"
237.41674759732368,40680,55,1,"1"
240.28595577620885,40670,65,1,"1"
248.7649958009919,40660,75,1,"1"
261.32790695487648,40642,93,1,"1"
274.99008300685455,40640,95,2,"2"
283.01422536068776,40639,96,1,"1"
293.15155779368285,40621,114,1,"1"
297.0330511868097,40603,132,1,"1"
306.11876474438384,40602,133,1,"1"
311.91253928635393,40592,143,1,"1"
318.11057894361147,40591,144,1,"1"
328.3691241981374,40590,145,1,"1"
333.92286012914246,40572,163,1,"1"
343.40123167920086,40571,164,1,"1"
355.52013819208321,40569,166,2,"1-1"
368.46912480232851,40566,169,3,"3"
370.41040207602953,40556,179,2,"2"
374.59649862469098,40549,186,3,"3"
394.56404952139854,40548,187,1,"1"
397.3851684116205,40547,188,1,"1"
401.18651634385174,40546,189,1,"1"
433.28344758616487,40545,190,1,"1"
435.05956434792313,40519,216,2,"2"
451.04087215857339,40513,222,2,"2"
459.41675391133583,40495,240,1,"1"
467.32096179409569,40477,258,1,"1"
473.52265222339383,40459,276,1,"1"
474.41128553811075,40452,283,1,"1"
479.24906089942738,40451,284,1,"1"
487.32848706581768,40449,286,2,"2"
489.07231930382125,40431,304,1,"1"
495.78240424311298,40430,305,1,"1"
508.58485402166076,40427,308,1,"1"
520.12169993968234,40409,326,1,"1"
529.1218917239454,40391,344,1,"1"
539.47897818462627,40373,362,1,"1"
559.79807934820531,40355,380,1,"1"
575.6114665692927,40345,390,1,"1"
580.20459250892793,40340,395,1,"1"
590.81267547483492,40335,400,1,"1"
591.30736997828046,40332,403,1,"1"
596.21077268453382,40327,408,1,"1"
597.97817071553982,40314,421,1,"1"
609.04244591662575,40296,439,1,"1"
649.70074344030252,40278,457,1,"1"
675.47614255358383,40268,467,1,"1"
681.08876952031881,40263,472,1,"1"
687.90728623453151,40245,490,1,"1"
688.41505031399515,40242,493,1,"1"
722.04683297706151,40237,498,1,"1"
722.06270500462551,40219,516,1,"1"
722.39723904355583,40205,530,1,"1"
735.93162148961756,40187,548,1,"1"
750.92510552046383,40169,566,1,"1"
761.49988158732776,40166,569,1,"1"
766.41970283983721,40163,572,1,"1"
787.39684420329922,40147,588,1,"1"
796.92260983362678,40129,606,1,"1"
805.64517091619609,40119,616,2,"1-1"
809.33997250303298,40116,619,1,"1"
816.31550265124179,40084,651,2,"2"
818.12123101923953,40067,668,3,"2-1"
867.43879734486438,40060,675,1,"1"
885.84053772780703,40046,689,2,"2"
888.20711997113483,40028,707,1,"1"
909.06593837244861,39980,755,6,"4-2"
915.03819221228014,39953,782,5,"3-1-1"
916.07240062040353,39935,800,1,"1"
936.13806484983081,39917,818,1,"1"
939.35420631786371,39903,832,1,"1"
942.61795675167639,39885,850,1,"1"
942.66647122429242,39872,863,1,"1"
959.96044243592485,39856,879,1,"1"
966.22357589874332,39838,897,1,"1"
970.09499905659504,39820,915,1,"1"
984.40151231872062,39810,925,1,"1"
985.05909590568467,39792,943,1,"1"
1021.6483174715091,39756,979,2,"1-1"
1028.3802895950316,39751,984,1,"1"
1033.8419568250713,39733,1002,1,"1"
1059.4996967579091,39717,1018,1,"1"
1090.4327473188155,39681,1054,2,"2"
1106.2772603383617,39656,1079,3,"1-1-1"
1107.1422801684123,39651,1084,1,"1"
1110.4255305335453,39637,1098,1,"1"
1118.9061562188001,39613,1122,2,"1-1"
1118.9199938620302,39595,1140,1,"1"
1119.8589217446417,39577,1158,1,"1"
1122.9069567438878,39563,1172,1,"1"
1133.2295086272877,39545,1190,1,"1"
1135.269839465401,39533,1202,1,"1"
1141.7989758358253,39523,1212,2,"2"
1142.5454691483169,39487,1248,2,"1-1"
1157.5731428695879,39462,1273,3,"2-1"
1167.2778633071905,39453,1282,1,"1"
1168.9979049244241,39435,1300,1,"1"
1179.4706141264101,39394,1341,7,"2-2-2-1"
1184.2539482705931,39376,1359,1,"1"
1187.6179776561507,39358,1377,1,"1"
1191.3103657829449,39348,1387,1,"1"
1199.2964290683558,39271,1464,8,"2-2-2-1-1"
1205.6133394675974,39253,1482,1,"1"
1209.7452748281244,39235,1500,1,"1"
1216.8982173310774,39163,1572,8,"3-2-2-1"
1224.1778237551089,39158,1577,1,"1"
1231.3478751986358,39122,1613,2,"2"
1238.1163699451838,39104,1631,1,"1"
1241.170333296529,39086,1649,1,"1"
1246.5566730929806,39077,1658,1,"1"
1250.9554953500935,39059,1676,1,"1"
1277.0655703361208,39054,1681,1,"1"
1281.1847929333619,39040,1695,1,"1"
1343.3118195675277,39022,1713,1,"1"
1348.3541657571384,38986,1749,2,"2"
1364.4876820412626,38943,1792,6,"3-3"
1374.057712754872,38925,1810,1,"1"
1376.559072414919,38911,1824,2,"2"
1384.124439766251,38891,1844,2,"1-1"
1384.1406899031088,38873,1862,1,"1"
1385.4181231937337,38863,1872,1,"1"
1385.8668645263695,38828,1907,3,"1-1-1"
1393.1486331216911,38810,1925,1,"1"
1395.817678344637,38796,1939,2,"2"
1396.7185845557294,38671,2064,12,"7-3-1-1"
1400.6099135952302,38645,2090,2,"2"
1401.962799932327,38609,2126,2,"2"
1425.9265533623661,38135,2600,40,"10-10-4-3-2-2-2-2-2-1-1-1"
1434.8478839383349,38117,2618,1,"1"
1437.2874047628081,38105,2630,1,"1"
1446.0777626634026,38069,2666,2,"2"
1448.9273213389552,38034,2701,2,"1-1"
1457.323504041834,37968,2767,5,"5"
1462.0212292414956,0,40735,2133,"2133"
----------------------------------------------3
0,40735,0,0,"0"
63.235255205822668,40734,1,1,"1"
109.54121301690176,40732,3,2,"2"
136.0821174725782,40722,13,1,"1"
159.56314953586659,40721,14,1,"1"
177.14225837144357,40716,19,1,"1"
190.4850492092846,40715,20,1,"1"
202.63207102326427,40700,35,1,"1"
215.25478318601628,40686,49,1,"1"
221.43700206111561,40685,50,1,"1"
235.62563845378347,40684,51,1,"1"
255.79984908616547,40674,61,1,"1"
268.90794900688473,40656,79,1,"1"
271.8558032816926,40655,80,1,"1"
272.49952209548417,40653,82,2,"2"
282.90735843887256,40652,83,1,"1"
284.97638422248997,40651,84,1,"1"
286.44969843053445,40650,85,1,"1"
289.41473994680535,40649,86,1,"1"
298.93937448731447,40648,87,1,"1"
303.53186540899878,40643,92,3,"2-1"
306.32676380312148,40641,94,2,"2"
311.0043898653127,40627,108,1,"1"
311.82872216147013,40626,109,1,"1"
314.86580186805026,40625,110,1,"1"
324.0150308287138,40624,111,1,"1"
357.45649877812139,40614,121,1,"1"
391.85104987858296,40609,126,1,"1"
402.23188355901715,40607,128,2,"2"
414.92313480005549,40605,130,2,"2"
421.96790429936004,40595,140,1,"1"
422.39681895238107,40593,142,2,"1-1"
433.14412235941796,40579,156,2,"2"
456.93254829609174,40561,174,1,"1"
458.74233992988053,40560,175,1,"1"
463.10580872124399,40559,176,1,"1"
478.50227366744161,40541,194,1,"1"
502.93698879551374,40539,196,2,"1-1"
526.72903879860394,40521,214,1,"1"
557.77604070858138,40516,219,1,"1"
576.49971283263346,40498,237,1,"1"
588.74073820090553,40480,255,1,"1"
590.30991818221628,40470,265,2,"1-1"
590.41999865125388,40452,283,1,"1"
609.37655854213551,40434,301,1,"1"
635.53505331534041,40428,307,2,"2"
635.94919359055291,40410,325,1,"1"
648.90127915259791,40399,336,1,"1"
654.61782259042593,40381,354,1,"1"
668.29143281987615,40363,372,1,"1"
674.01748413887651,40353,382,2,"2"
676.91429204334429,40344,391,1,"1"
682.63600876073497,40341,394,1,"1"
684.68371872135117,40292,443,3,"2-1"
691.67413885699705,40274,461,1,"1"
694.16206642894997,40269,466,1,"1"
707.74898211130642,40251,484,1,"1"
725.50530226965668,40233,502,1,"1"
744.36016174895747,40228,507,1,"1"
750.07151308430628,40218,517,2,"2"
757.59784599751106,40200,535,1,"1"
759.79547045468541,40195,540,1,"1"
763.25859991853974,40177,558,1,"1"
768.36800110914157,40158,577,3,"2-1"
776.42875819769392,40155,580,1,"1"
792.30395814692758,40137,598,1,"1"
795.30072970631932,40129,606,2,"1-1"
803.01950184377461,40085,650,3,"2-1"
807.57852007571375,40067,668,1,"1"
818.10813991982718,40049,686,1,"1"
828.04644549892339,40036,699,3,"2-1"
832.48609901496479,40024,711,1,"1"
838.64462611649833,40008,727,1,"1"
852.21383201142623,39988,747,2,"2"
869.57654899672275,39974,761,2,"2"
902.85889749436171,39956,779,1,"1"
922.78136654528157,39938,797,1,"1"
933.16490414197108,39920,815,1,"1"
934.49643321509711,39910,825,1,"1"
942.66031138287008,39905,830,1,"1"
950.33761621713131,39887,848,1,"1"
959.01849767673991,39871,864,1,"1"
965.50637842408969,39861,874,2,"2"
968.4074126011725,39843,892,1,"1"
979.97041173199659,39811,924,2,"1-1"
984.76607397500266,39793,942,1,"1"
994.71408719418525,39777,958,2,"1-1"
996.09232373221744,39744,991,5,"5"
996.459916663694,39726,1009,1,"1"
1008.3379017948201,39708,1027,1,"1"
1027.2766347950724,39690,1045,1,"1"
1039.1815142157482,39672,1063,1,"1"
1041.052834135839,39652,1083,2,"2"
1043.7451799696491,39624,1111,2,"2"
1046.8172898422945,39610,1125,1,"1"
1054.7474952785813,39598,1137,1,"1"
1057.8987091488168,39580,1155,1,"1"
1079.0678437788952,39562,1173,1,"1"
1082.4489665669353,39544,1191,1,"1"
1090.3564290952481,39526,1209,1,"1"
1096.147428201687,39508,1227,1,"1"
1106.1299479873016,39494,1241,2,"2"
1121.0948827348175,39484,1251,1,"1"
1123.7711467505824,39466,1269,1,"1"
1135.9770923508327,39448,1287,1,"1"
1138.7377119896294,39439,1296,1,"1"
1143.814282347887,39419,1316,4,"2-1-1"
1150.9084765237706,39406,1329,1,"1"
1152.0546776425715,39388,1347,1,"1"
1166.5370553499483,39370,1365,1,"1"
1168.2614300023658,39340,1395,2,"1-1"
1181.2289857693208,39322,1413,1,"1"
1194.32742705755,39317,1418,1,"1"
1205.4597411367779,39281,1454,2,"2"
1208.4984860795582,39258,1477,3,"2-1"
1215.5716474882213,39243,1492,3,"3"
1246.3738615635314,39225,1510,1,"1"
1263.9415697882882,39189,1546,2,"1-1"
1267.2578740899351,39171,1564,1,"1"
1293.1090812147479,39161,1574,1,"1"
1312.2615449655198,39151,1584,2,"2"
1320.7127390021653,39133,1602,1,"1"
1327.5870387071875,39128,1607,1,"1"
1367.2500326565178,39099,1636,5,"5"
1370.6363637276013,39087,1648,1,"1"
1372.7303053804153,39041,1694,4,"2-2"
1374.7551937125543,39025,1710,2,"1-1"
1376.9472448986046,39007,1728,1,"1"
1384.955718745402,38989,1746,1,"1"
1406.5822232967046,38971,1764,2,"2"
1409.2257470041693,38953,1782,1,"1"
1416.2200129531848,38917,1818,2,"2"
1419.2108988389441,38899,1836,1,"1"
1424.0953518469171,38863,1872,2,"2"
1439.0499726463856,38848,1887,3,"2-1"
1440.0294550743142,38831,1904,1,"1"
1441.7200344224934,38813,1922,1,"1"
1442.5437910187934,38802,1933,1,"1"
1452.8664558218616,38789,1946,1,"1"
1454.6297680138853,38687,2048,9,"3-2-2-1-1"
1454.6797399409311,38669,2066,1,"1"
1474.5811705338053,38651,2084,1,"1"
1485.1554142023165,38418,2317,23,"4-3-3-3-2-2-2-1-1-1-1"
1488.1486286991124,0,40735,2168,"2168"
----------------------------------------------4
0,40735,0,0,"0"
10.740917060763243,40734,1,1,"1"
13.880703886096214,40716,19,1,"1"
57.395292895596285,40715,20,1,"1"
67.344283866856543,40714,21,1,"1"
79.81626314000043,40713,22,1,"1"
129.85341375860162,40712,23,1,"1"
130.47714954536838,40711,24,1,"1"
161.85937586931379,40693,42,1,"1"
193.95928168948092,40683,52,1,"1"
208.56852578269607,40682,53,1,"1"
213.78651969666598,40681,54,1,"1"
224.59473808025601,40680,55,1,"1"
233.55479560232155,40675,60,1,"1"
248.23010843197613,40665,70,1,"1"
262.50342221352315,40664,71,1,"1"
265.05924728958826,40660,75,4,"3-1"
272.42416459119528,40642,93,1,"1"
277.82255246508106,40624,111,1,"1"
281.80631921643698,40623,112,1,"1"
291.61525234932657,40622,113,1,"1"
304.13377984684007,40621,114,1,"1"
310.81036836799848,40620,115,1,"1"
310.90655070006017,40619,116,1,"1"
326.94077589425063,40618,117,1,"1"
330.2149183775993,40612,123,2,"1-1"
338.09291047512528,40611,124,1,"1"
345.40129284577228,40610,125,1,"1"
345.44098130130783,40609,126,1,"1"
374.19736481881358,40608,127,1,"1"
378.1667006041705,40601,134,3,"3"
381.16101925701412,40600,135,1,"1"
398.18800165411506,40599,136,1,"1"
418.02817214908549,40598,137,1,"1"
426.21687240797303,40580,155,1,"1"
435.80711112995942,40579,156,1,"1"
457.45386776684398,40561,174,1,"1"
480.61426284333021,40543,192,1,"1"
482.55389986422574,40525,210,1,"1"
488.28278041713276,40507,228,1,"1"
498.95854435494607,40496,239,3,"2-1"
528.69803544422336,40478,257,1,"1"
569.03208844207336,40466,269,1,"1"
584.97389478350567,40461,274,1,"1"
589.11842783553038,40451,284,1,"1"
595.87498168365539,40446,289,1,"1"
601.03196024626618,40436,299,2,"2"
627.1157590565706,40433,302,1,"1"
661.82138739230948,40415,320,1,"1"
675.70880323350832,40397,338,1,"1"
683.89626327634392,40387,348,2,"2"
684.9823685099683,40345,390,3,"2-1"
748.38599803634156,40340,395,1,"1"
750.08745879047751,40314,421,6,"3-1-1-1"
769.12309756223817,40296,439,1,"1"
787.69324944474818,40287,448,1,"1"
797.38405274473701,40269,466,1,"1"
809.6976648862086,40251,484,1,"1"
826.77614726316358,40233,502,1,"1"
829.44756563785222,40215,520,1,"1"
835.25410311315852,40210,525,1,"1"
842.97420774306397,40192,543,1,"1"
851.52216076358093,40178,557,1,"1"
881.74589612693569,40160,575,1,"1"
891.59497065229414,40142,593,1,"1"
894.99890699460582,40124,611,1,"1"
925.25453778280064,40106,629,1,"1"
935.27080208785571,40092,643,1,"1"
938.26998787114178,40087,648,1,"1"
942.49429882939467,40069,666,1,"1"
945.34087527399925,40051,684,1,"1"
948.20604746038737,40048,687,1,"1"
948.58760160648603,40045,690,1,"1"
952.43267966510234,40027,708,1,"1"
974.31194077009366,40017,718,2,"2"
975.24492288036356,39999,736,1,"1"
979.29606601939872,39986,749,1,"1"
986.08037900303384,39981,754,1,"1"
997.15322999600789,39953,782,2,"2"
1000.4336865041186,39927,808,2,"2"
1004.4359338468292,39909,826,1,"1"
1009.7840711542567,39889,846,2,"2"
1013.7955644744271,39871,864,1,"1"
1018.1099767899148,39863,872,2,"1-1"
1021.9331959487117,39845,890,1,"1"
1034.5277838109023,39840,895,1,"1"
1041.5635072595915,39835,900,1,"1"
1046.40476986165,39830,905,1,"1"
1048.5411355716208,39792,943,3,"2-1"
1053.9643500748932,39779,956,1,"1"
1056.4723070416364,39761,974,1,"1"
1070.5536186452873,39747,988,1,"1"
1071.2330822983174,39729,1006,1,"1"
1076.2765062881392,39724,1011,1,"1"
1091.5560273297019,39706,1029,1,"1"
1093.0195304840561,39701,1034,1,"1"
1099.4108162236914,39685,1050,1,"1"
1102.2204506950245,39665,1070,4,"2-1-1"
1107.0037366992708,39660,1075,1,"1"
1107.0142793768689,39642,1093,1,"1"
1112.1583504870521,39632,1103,1,"1"
1129.0985568848796,39614,1121,1,"1"
1135.1158019394277,39572,1163,8,"2-2-2-1-1"
1145.0553304190662,39562,1173,1,"1"
1154.1745977011656,39544,1191,1,"1"
1164.2392887000437,39526,1209,1,"1"
1178.4948756190938,39508,1227,1,"1"
1184.7434290548515,39456,1279,5,"2-1-1-1"
1190.4052923807528,39434,1301,2,"1-1"
1196.5757798650893,39416,1319,1,"1"
1203.5302966934323,39398,1337,1,"1"
1220.9138205628547,39380,1355,1,"1"
1223.6732060978356,39364,1371,1,"1"
1229.5535421581462,39355,1380,1,"1"
1236.6233104192581,39337,1398,1,"1"
1239.8887996967446,39324,1411,1,"1"
1247.6408339119703,39319,1416,1,"1"
1250.2248879471986,39306,1429,1,"1"
1252.5061918468816,39274,1461,4,"2-2"
